_index,_id,_version,_score,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.srcip,_source.data.dstuser,_source.data.srcport,_source.rule.mail,_source.rule.level,_source.rule.hipaa,_source.rule.pci_dss,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.nist_800_53,_source.rule.gdpr,_source.rule.firedtimes,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.rule.id,_source.rule.gpg13,_source.decoder.parent,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.rule.frequency,_source.previous_output,_source.data.uid,_source.data.euid,_source.data.tty,_source.data.srcuser,_source.data.file,_source.data.title,_source.previous_log,_source.data.extra_data,_source.data.pwd,_source.data.command,_source.decoder.ftscomment
wazuh-alerts-4.x-2025.07.26,jZOsRpgBX3sI58YkyhHT,1,1,oem-vm,sshd,Jul 26 14:19:44,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39624,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",298,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:44 oem-vm sshd[4204]: Failed password for root from 192.168.5.128 port 39624 ssh2,log,"Jul 26, 2025 @ 12:19:44.942",/var/log/auth.log,1753532384.299271,"Jul 26, 2025 @ 12:19:44.942", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,j5OsRpgBX3sI58YkyhHT,1,1,oem-vm,sshd,Jul 26 14:19:44,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39590,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",42,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:44 oem-vm sshd[4185]: Failed password for root from 192.168.5.128 port 39590 ssh2,log,"Jul 26, 2025 @ 12:19:44.943",/var/log/auth.log,1753532384.300223,"Jul 26, 2025 @ 12:19:44.943", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,kJOsRpgBX3sI58YkyhHT,1,1,oem-vm,sshd,Jul 26 14:19:44,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39592,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",300,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:44 oem-vm sshd[4186]: Failed password for root from 192.168.5.128 port 39592 ssh2,log,"Jul 26, 2025 @ 12:19:45.462",/var/log/auth.log,1753532385.300699,"Jul 26, 2025 @ 12:19:45.462", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,kZOsRpgBX3sI58YkyhHT,1,1,oem-vm,sshd,Jul 26 14:19:45,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39594,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",301,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:45 oem-vm sshd[4189]: Failed password for root from 192.168.5.128 port 39594 ssh2,log,"Jul 26, 2025 @ 12:19:45.463",/var/log/auth.log,1753532385.301175,"Jul 26, 2025 @ 12:19:45.463", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,lJOsRpgBX3sI58YkyhHT,1,1,oem-vm,sshd,Jul 26 14:19:45,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39602,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",304,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:45 oem-vm sshd[4194]: Failed password for root from 192.168.5.128 port 39602 ssh2,log,"Jul 26, 2025 @ 12:19:45.470",/var/log/auth.log,1753532385.302603,"Jul 26, 2025 @ 12:19:45.470", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,lpOsRpgBX3sI58Yk0hGp,1,1,oem-vm,sshd,Jul 26 14:19:45,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39606,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",306,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:45 oem-vm sshd[4197]: Failed password for root from 192.168.5.128 port 39606 ssh2,log,"Jul 26, 2025 @ 12:19:46.952",/var/log/auth.log,1753532386.303555,"Jul 26, 2025 @ 12:19:46.952", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,mpOsRpgBX3sI58Yk0hGp,1,1,oem-vm,sshd,Jul 26 14:19:45,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39582,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",309,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:45 oem-vm sshd[4178]: Failed password for root from 192.168.5.128 port 39582 ssh2,log,"Jul 26, 2025 @ 12:19:46.955",/var/log/auth.log,1753532386.305459,"Jul 26, 2025 @ 12:19:46.955", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,nJOsRpgBX3sI58Yk3hF8,1,1,oem-vm,sshd,Jul 26 14:19:47,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39586,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",311,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:47 oem-vm sshd[4183]: Failed password for root from 192.168.5.128 port 39586 ssh2,log,"Jul 26, 2025 @ 12:19:48.939",/var/log/auth.log,1753532388.306411,"Jul 26, 2025 @ 12:19:48.939", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,oZOsRpgBX3sI58Yk3hF8,1,1,oem-vm,sshd,Jul 26 14:19:48,192.168.5.136,wazuh,001,wazuh-vm, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",49, , , ,2501,"[""7.8""]", ,sshd,Jul 26 14:19:48 oem-vm sshd[4183]: Disconnecting authenticating user root 192.168.5.128 port 39586: Too many authentication failures [preauth],log,"Jul 26, 2025 @ 12:19:48.948",/var/log/auth.log,1753532388.308697,"Jul 26, 2025 @ 12:19:48.948", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,pJOsRpgBX3sI58Yk3hF8,1,1,oem-vm,sshd,Jul 26 14:19:48,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39596,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",315,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:48 oem-vm sshd[4190]: Failed password for root from 192.168.5.128 port 39596 ssh2,log,"Jul 26, 2025 @ 12:19:48.956",/var/log/auth.log,1753532388.310204,"Jul 26, 2025 @ 12:19:48.956", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,p5OsRpgBX3sI58Yk3hF8,1,1,oem-vm,sshd,Jul 26 14:19:48,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39612,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",318,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:48 oem-vm sshd[4198]: Failed password for root from 192.168.5.128 port 39612 ssh2,log,"Jul 26, 2025 @ 12:19:48.967",/var/log/auth.log,1753532388.311632,"Jul 26, 2025 @ 12:19:48.967", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,qJOsRpgBX3sI58Yk3hF8,1,1,oem-vm,sshd,Jul 26 14:19:48,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39606,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",319,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:48 oem-vm sshd[4197]: Failed password for root from 192.168.5.128 port 39606 ssh2,log,"Jul 26, 2025 @ 12:19:48.976",/var/log/auth.log,1753532388.312108,"Jul 26, 2025 @ 12:19:48.976", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,qpOsRpgBX3sI58Yk3hF8,1,1,oem-vm,sshd,Jul 26 14:19:48,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39578,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",45,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:48 oem-vm sshd[4175]: Failed password for root from 192.168.5.128 port 39578 ssh2,log,"Jul 26, 2025 @ 12:19:48.987",/var/log/auth.log,1753532388.313060,"Jul 26, 2025 @ 12:19:48.987", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,rpOsRpgBX3sI58Yk3hF8,1,1,oem-vm,sshd,Jul 26 14:19:48,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39578,false,8, , , ,Maximum authentication attempts exceeded.,"[""syslog"",""sshd"",""authentication_failed""]", , ,50,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",5758,"[""7.1""]",sshd,sshd,Jul 26 14:19:48 oem-vm sshd[4175]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39578 ssh2 [preauth],log,"Jul 26, 2025 @ 12:19:48.996",/var/log/auth.log,1753532388.314964,"Jul 26, 2025 @ 12:19:48.996", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,r5OsRpgBX3sI58Yk3hF8,1,1,oem-vm,sshd,Jul 26 14:19:48,192.168.5.136,wazuh,001,wazuh-vm, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",50, , , ,2501,"[""7.8""]", ,sshd,Jul 26 14:19:48 oem-vm sshd[4175]: Disconnecting authenticating user root 192.168.5.128 port 39578: Too many authentication failures [preauth],log,"Jul 26, 2025 @ 12:19:48.997",/var/log/auth.log,1753532388.315346,"Jul 26, 2025 @ 12:19:48.997", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,sZOsRpgBX3sI58Yk3hF8,1,1,oem-vm,sshd,Jul 26 14:19:48,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39580,false,8, , , ,Maximum authentication attempts exceeded.,"[""syslog"",""sshd"",""authentication_failed""]", , ,51,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",5758,"[""7.1""]",sshd,sshd,Jul 26 14:19:48 oem-vm sshd[4177]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39580 ssh2 [preauth],log,"Jul 26, 2025 @ 12:19:49.002",/var/log/auth.log,1753532389.316377,"Jul 26, 2025 @ 12:19:49.002", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,tJOsRpgBX3sI58Yk3hF8,1,1,oem-vm,sshd,Jul 26 14:19:48,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39582,false,8, , , ,Maximum authentication attempts exceeded.,"[""syslog"",""sshd"",""authentication_failed""]", , ,52,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",5758,"[""7.1""]",sshd,sshd,Jul 26 14:19:48 oem-vm sshd[4178]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39582 ssh2 [preauth],log,"Jul 26, 2025 @ 12:19:49.010",/var/log/auth.log,1753532389.317790,"Jul 26, 2025 @ 12:19:49.010", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,tpOsRpgBX3sI58Yk3hF8,1,1,oem-vm,sshd,Jul 26 14:19:48,192.168.5.136,wazuh,001,wazuh-vm, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",52, , , ,2501,"[""7.8""]", ,sshd,Jul 26 14:19:48 oem-vm sshd[4178]: Disconnecting authenticating user root 192.168.5.128 port 39582: Too many authentication failures [preauth],log,"Jul 26, 2025 @ 12:19:49.036",/var/log/auth.log,1753532389.320211,"Jul 26, 2025 @ 12:19:49.036", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,uZOsRpgBX3sI58Yk3hF8,1,1,oem-vm,sshd,Jul 26 14:19:48,192.168.5.136,wazuh,001,wazuh-vm, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",53, , , ,2501,"[""7.8""]", ,sshd,Jul 26 14:19:48 oem-vm sshd[4179]: Disconnecting authenticating user root 192.168.5.128 port 39584: Too many authentication failures [preauth],log,"Jul 26, 2025 @ 12:19:49.038",/var/log/auth.log,1753532389.321624,"Jul 26, 2025 @ 12:19:49.038", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,upOsRpgBX3sI58Yk4hFU,1,1,oem-vm,sshd,Jul 26 14:19:49,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39624,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",324,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:49 oem-vm sshd[4204]: Failed password for root from 192.168.5.128 port 39624 ssh2,log,"Jul 26, 2025 @ 12:19:50.942",/var/log/auth.log,1753532390.322117,"Jul 26, 2025 @ 12:19:50.942", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,u5OsRpgBX3sI58Yk4hFU,1,1,oem-vm,sshd,Jul 26 14:19:49,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39592,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",325,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:49 oem-vm sshd[4186]: Failed password for root from 192.168.5.128 port 39592 ssh2,log,"Jul 26, 2025 @ 12:19:50.960",/var/log/auth.log,1753532390.322593,"Jul 26, 2025 @ 12:19:50.960", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,vpOsRpgBX3sI58Yk4hFU,1,1,oem-vm,sshd,Jul 26 14:19:49,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39596,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",328,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:49 oem-vm sshd[4190]: Failed password for root from 192.168.5.128 port 39596 ssh2,log,"Jul 26, 2025 @ 12:19:50.960",/var/log/auth.log,1753532390.324021,"Jul 26, 2025 @ 12:19:50.960", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,v5OsRpgBX3sI58Yk4hFU,1,1,oem-vm,sshd,Jul 26 14:19:50,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39602,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",329,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:50 oem-vm sshd[4194]: Failed password for root from 192.168.5.128 port 39602 ssh2,log,"Jul 26, 2025 @ 12:19:50.960",/var/log/auth.log,1753532390.324497,"Jul 26, 2025 @ 12:19:50.960", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,wJOsRpgBX3sI58Yk4hFU,1,1,oem-vm,sshd,Jul 26 14:19:50,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39598,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",46,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:50 oem-vm sshd[4193]: Failed password for root from 192.168.5.128 port 39598 ssh2,log,"Jul 26, 2025 @ 12:19:50.960",/var/log/auth.log,1753532390.324973,"Jul 26, 2025 @ 12:19:50.960", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,y5OsRpgBX3sI58Yk5hE2,1,1,oem-vm,sshd,Jul 26 14:19:50,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root, ,false,10,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Multiple authentication failures.,"[""syslog"",""attacks"",""authentication_failures""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",14,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",40111,"[""7.1"",""7.8""]",sshd,sshd,Jul 26 14:19:50 oem-vm sshd[4186]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.5.128  user=root,log,"Jul 26, 2025 @ 12:19:50.996",/var/log/auth.log,1753532390.330085,"Jul 26, 2025 @ 12:19:50.996",12,"Jul 26 14:19:50 oem-vm sshd[4186]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39592 ssh2 [preauth]
Jul 26 14:19:50 oem-vm sshd[4186]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39592 ssh2 [preauth]
Jul 26 14:19:50 oem-vm sshd[4185]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.5.128  user=root
Jul 26 14:19:50 oem-vm sshd[4185]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39590 ssh2 [preauth]
Jul 26 14:19:50 oem-vm sshd[4185]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39590 ssh2 [preauth]
Jul 26 14:19:50 oem-vm sshd[4204]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.5.128  user=root
Jul 26 14:19:50 oem-vm sshd[4204]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39624 ssh2 [preauth]
Jul 26 14:19:50 oem-vm sshd[4204]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39624 ssh2 [preauth]
Jul 26 14:19:48 oem-vm sshd[4179]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.5.128  user=root
Jul 26 14:19:48 oem-vm sshd[4179]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39584 ssh2 [preauth]
Jul 26 14:19:48 oem-vm sshd[4179]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39584 ssh2 [preauth]", , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,1JOsRpgBX3sI58Yk5hE2,1,1,oem-vm,sshd,Jul 26 14:19:50,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root, ,false,10,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User missed the password more than one time,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",45,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",2502,"[""7.8""]",sshd,sshd,Jul 26 14:19:50 oem-vm sshd[4193]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.5.128  user=root,log,"Jul 26, 2025 @ 12:19:51.019",/var/log/auth.log,1753532391.335825,"Jul 26, 2025 @ 12:19:51.019", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,2pOsRpgBX3sI58Yk5hE2,1,1,oem-vm,sshd,Jul 26 14:19:50,192.168.5.136,wazuh,001,wazuh-vm, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",61, , , ,2501,"[""7.8""]", ,sshd,Jul 26 14:19:50 oem-vm sshd[4198]: Disconnecting authenticating user root 192.168.5.128 port 39612: Too many authentication failures [preauth],log,"Jul 26, 2025 @ 12:19:51.465",/var/log/auth.log,1753532391.340152,"Jul 26, 2025 @ 12:19:51.465", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,25OsRpgBX3sI58Yk5hE2,1,1,oem-vm,sshd,Jul 26 14:19:50,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root, ,false,10,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User missed the password more than one time,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",46,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",2502,"[""7.8""]",sshd,sshd,Jul 26 14:19:50 oem-vm sshd[4198]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.5.128  user=root,log,"Jul 26, 2025 @ 12:19:51.467",/var/log/auth.log,1753532391.340645,"Jul 26, 2025 @ 12:19:51.467", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,4JOsRpgBX3sI58Yk5hE2,1,1,oem-vm,sshd,Jul 26 14:19:51,192.168.5.136,wazuh,001,wazuh-vm, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",63, , , ,2501,"[""7.8""]", ,sshd,Jul 26 14:19:51 oem-vm sshd[4201]: Disconnecting authenticating user root 192.168.5.128 port 39622: Too many authentication failures [preauth],log,"Jul 26, 2025 @ 12:19:51.493",/var/log/auth.log,1753532391.342978,"Jul 26, 2025 @ 12:19:51.493", , , , , , , , , , , , , 
